level,unit,season,metric,variant,n,spearman_rho,p
site,fmi_101118,NDJFM,tmax_mean,anom,46,0.1026,0.4976
site,fmi_101118,NDJFM,tmax_mean,anom_dt,46,0.1707,0.2566
site,fmi_101118,NDJFM,tmean,value,46,0.0955,0.5276
site,fmi_101118,NDJFM,tmean,anom,46,0.0955,0.5276
site,fmi_101118,NDJFM,tmean,anom_dt,46,0.1303,0.3882
site,fmi_101118,NDJFM,tmin_mean,value,46,0.0412,0.7859
site,fmi_101118,NDJFM,tmin_mean,anom,46,0.0412,0.7859
site,fmi_101118,NDJFM,tmin_mean,anom_dt,46,0.1033,0.4947
site,fmi_101237,DJF,frost_days,value,66,0.0584,0.6411
site,fmi_101237,DJF,frost_days,anom,66,0.0584,0.6411
site,fmi_101237,DJF,frost_days,anom_dt,66,0.0160,0.8989
site,fmi_101237,DJF,ice_days,value,66,0.0223,0.8590
site,fmi_101237,DJF,ice_days,anom,66,0.0223,0.8590
site,fmi_101237,DJF,ice_days,anom_dt,66,0.0227,0.8567
site,fmi_101237,DJF,precip,value,48,-0.1307,0.3761
site,fmi_101237,DJF,precip,anom_dt,48,-0.1378,0.3502
site,fmi_101237,DJF,precip_days,value,48,-0.2851,0.0495
site,fmi_101237,DJF,precip_days,anom_dt,48,-0.2784,0.0554
site,fmi_101237,DJF,rain_on_snow_days,value,48,-0.1068,0.4698
site,fmi_101237,DJF,rain_on_snow_days,anom_dt,48,-0.0692,0.6402
site,fmi_101237,DJF,snow_cover_days,value,48,-0.0661,0.6555
site,fmi_101237,DJF,snow_cover_days,anom_dt,48,-0.0601,0.6850
site,fmi_101237,DJF,snow_depth,value,48,0.1337,0.3650
site,fmi_101237,DJF,snow_depth,anom_dt,48,0.1130,0.4443
site,fmi_101237,DJF,snow_max,value,48,0.0643,0.6641
site,fmi_101237,DJF,snow_max,anom_dt,48,0.0693,0.6399
site,fmi_101237,DJF,thaw_days,value,66,-0.0289,0.8180
site,fmi_101237,DJF,thaw_days,anom,66,-0.0289,0.8180
site,fmi_101237,DJF,thaw_days,anom_dt,66,-0.0169,0.8929
site,fmi_101237,DJF,tmax_mean,value,66,-0.0182,0.8849
site,fmi_101237,DJF,tmax_mean,anom,66,-0.0182,0.8849
site,fmi_101237,DJF,tmax_mean,anom_dt,66,-0.0284,0.8211
site,fmi_101237,DJF,tmean,value,66,-0.0459,0.7144
site,fmi_101237,DJF,tmean,anom,66,-0.0459,0.7144
site,fmi_101237,DJF,tmean,anom_dt,66,-0.0350,0.7801
site,fmi_101237,DJF,tmin_mean,value,66,-0.0660,0.5988
site,fmi_101237,DJF,tmin_mean,anom,66,-0.0660,0.5988
site,fmi_101237,DJF,tmin_mean,anom_dt,66,-0.0620,0.6211
site,fmi_101237,JFM,frost_days,value,66,-0.1255,0.3152
site,fmi_101237,JFM,frost_days,anom,66,-0.1255,0.3152
site,fmi_101237,JFM,frost_days,anom_dt,66,-0.2223,0.0728
site,fmi_101237,JFM,ice_days,value,66,-0.0065,0.9589
site,fmi_101237,JFM,ice_days,anom,66,-0.0065,0.9589
site,fmi_101237,JFM,ice_days,anom_dt,66,-0.0736,0.5571
site,fmi_101237,JFM,precip,value,48,-0.0888,0.5486
site,fmi_101237,JFM,precip,anom_dt,48,-0.0514,0.7286
site,fmi_101237,JFM,precip_days,value,48,-0.1397,0.3437
site,fmi_101237,JFM,precip_days,anom_dt,48,-0.1422,0.3349
site,fmi_101237,JFM,rain_on_snow_days,value,48,-0.0284,0.8479
site,fmi_101237,JFM,rain_on_snow_days,anom_dt,48,-0.0105,0.9437
site,fmi_101237,JFM,snow_cover_days,value,48,0.0309,0.8347
site,fmi_101237,JFM,snow_cover_days,anom_dt,48,0.0134,0.9279
site,fmi_101237,JFM,snow_depth,value,48,0.0993,0.5018
site,fmi_101237,JFM,snow_depth,anom_dt,48,0.1082,0.4642
site,fmi_101237,JFM,snow_max,value,48,-0.0454,0.7594
site,fmi_101237,JFM,snow_max,anom_dt,48,-0.0474,0.7491
site,fmi_101237,JFM,thaw_days,value,66,0.0029,0.9817
site,fmi_101237,JFM,thaw_days,anom,66,0.0029,0.9817
site,fmi_101237,JFM,thaw_days,anom_dt,66,0.0721,0.5651
site,fmi_101237,JFM,tmax_mean,value,66,-0.0276,0.8256
site,fmi_101237,JFM,tmax_mean,anom,66,-0.0276,0.8256
site,fmi_101237,JFM,tmax_mean,anom_dt,66,-0.0016,0.9896
site,fmi_101237,JFM,tmean,value,66,-0.0275,0.8264
site,fmi_101237,JFM,tmean,anom,66,-0.0275,0.8264
site,fmi_101237,JFM,tmean,anom_dt,66,-0.0266,0.8319
site,fmi_101237,JFM,tmin_mean,value,66,-0.0599,0.6330
site,fmi_101237,JFM,tmin_mean,anom,66,-0.0599,0.6330
site,fmi_101237,JFM,tmin_mean,anom_dt,66,-0.0511,0.6837
site,fmi_101237,NDJFM,frost_days,value,66,-0.1017,0.4163
site,fmi_101237,NDJFM,frost_days,anom,66,-0.1017,0.4163
site,fmi_101237,NDJFM,frost_days,anom_dt,66,-0.1547,0.2150
site,fmi_101237,NDJFM,ice_days,value,66,0.0263,0.8338
site,fmi_101237,NDJFM,ice_days,anom,66,0.0263,0.8338
site,fmi_101237,NDJFM,ice_days,anom_dt,66,0.0153,0.9028
site,fmi_101237,NDJFM,precip,value,48,-0.0131,0.9297
site,fmi_101237,NDJFM,precip,anom_dt,48,0.0559,0.7061
site,fmi_101237,NDJFM,precip_days,value,48,-0.1495,0.3106
site,fmi_101237,NDJFM,precip_days,anom_dt,48,-0.1415,0.3373
site,fmi_101237,NDJFM,rain_on_snow_days,value,48,-0.0981,0.5070
site,fmi_101237,NDJFM,rain_on_snow_days,anom_dt,48,-0.0852,0.5647
site,fmi_101237,NDJFM,snow_cover_days,value,48,-0.1132,0.4438
site,fmi_101237,NDJFM,snow_cover_days,anom_dt,48,-0.1273,0.3886
site,fmi_101237,NDJFM,snow_depth,value,48,0.0669,0.6513
site,fmi_101237,NDJFM,snow_depth,anom_dt,48,0.0757,0.6092
site,fmi_101237,NDJFM,snow_max,value,48,-0.0576,0.6973
site,fmi_101237,NDJFM,snow_max,anom_dt,48,-0.0586,0.6925
site,fmi_101237,NDJFM,thaw_days,value,66,-0.0086,0.9453
site,fmi_101237,NDJFM,thaw_days,anom,66,-0.0086,0.9453
site,fmi_101237,NDJFM,thaw_days,anom_dt,66,-0.0010,0.9935
site,fmi_101237,NDJFM,tmax_mean,value,66,-0.0151,0.9043
site,fmi_101237,NDJFM,tmax_mean,anom,66,-0.0151,0.9043
site,fmi_101237,NDJFM,tmax_mean,anom_dt,66,-0.0206,0.8693
site,fmi_101237,NDJFM,tmean,value,66,-0.0072,0.9542
site,fmi_101237,NDJFM,tmean,anom,66,-0.0072,0.9542
site,fmi_101237,NDJFM,tmean,anom_dt,66,-0.0237,0.8501
site,fmi_101237,NDJFM,tmin_mean,value,66,-0.0153,0.9031
site,fmi_101237,NDJFM,tmin_mean,anom,66,-0.0153,0.9031
site,fmi_101237,NDJFM,tmin_mean,anom_dt,66,-0.0346,0.7830
site,fmi_101462,DJF,frost_days,value,61,-0.0053,0.9677
site,fmi_101462,DJF,frost_days,anom,61,-0.0053,0.9677
site,fmi_101462,DJF,frost_days,anom_dt,61,-0.0097,0.9407
site,fmi_101462,DJF,ice_days,value,61,0.0006,0.9964
site,fmi_101462,DJF,ice_days,anom,61,0.0006,0.9964
site,fmi_101462,DJF,ice_days,anom_dt,61,-0.0055,0.9664
site,fmi_101462,DJF,precip,value,36,-0.2033,0.2344
site,fmi_101462,DJF,precip,anom_dt,36,-0.2242,0.1886
site,fmi_101462,DJF,precip_days,value,36,-0.2000,0.2421
site,fmi_101462,DJF,precip_days,anom_dt,36,-0.2211,0.1950
site,fmi_101462,DJF,rain_on_snow_days,value,36,-0.1808,0.2912
site,fmi_101462,DJF,rain_on_snow_days,anom_dt,36,-0.1951,0.2541
site,fmi_101462,DJF,snow_cover_days,value,36,-0.1795,0.2949
site,fmi_101462,DJF,snow_cover_days,anom_dt,36,-0.1435,0.4037
site,fmi_101462,DJF,snow_depth,value,36,-0.2426,0.1539
site,fmi_101462,DJF,snow_depth,anom_dt,36,-0.2492,0.1428
site,fmi_101462,DJF,snow_max,value,36,-0.2607,0.1246
site,fmi_101462,DJF,snow_max,anom_dt,36,-0.2198,0.1976
site,fmi_101462,DJF,thaw_days,value,61,0.0078,0.9526
site,fmi_101462,DJF,thaw_days,anom,61,0.0078,0.9526
site,fmi_101462,DJF,thaw_days,anom_dt,61,0.0211,0.8721
site,fmi_101462,DJF,tmax_mean,value,61,-0.0373,0.7756
site,fmi_101462,DJF,tmax_mean,anom,61,-0.0373,0.7756
site,fmi_101462,DJF,tmax_mean,anom_dt,61,-0.0551,0.6731
site,fmi_101462,DJF,tmean,value,61,-0.0410,0.7536
site,fmi_101462,DJF,tmean,anom,61,-0.0410,0.7536
site,fmi_101462,DJF,tmean,anom_dt,61,-0.0595,0.6489
site,fmi_101462,DJF,tmin_mean,value,61,-0.0455,0.7276
site,fmi_101462,DJF,tmin_mean,anom,61,-0.0455,0.7276
site,fmi_101462,DJF,tmin_mean,anom_dt,61,-0.0366,0.7796
site,fmi_101462,JFM,frost_days,value,62,-0.1054,0.4148
site,fmi_101462,JFM,frost_days,anom,62,-0.1054,0.4148
site,fmi_101462,JFM,frost_days,anom_dt,62,-0.1761,0.1710
site,fmi_101462,JFM,ice_days,value,62,-0.0511,0.6930
site,fmi_101462,JFM,ice_days,anom,62,-0.0511,0.6930
site,fmi_101462,JFM,ice_days,anom_dt,62,-0.0908,0.4827
site,fmi_101462,JFM,precip,value,36,-0.1052,0.5416
site,fmi_101462,JFM,precip,anom_dt,36,-0.1602,0.3505
site,fmi_101462,JFM,precip_days,value,36,-0.0635,0.7130
site,fmi_101462,JFM,precip_days,anom_dt,36,-0.1113,0.5180
site,fmi_101462,JFM,rain_on_snow_days,value,36,-0.0649,0.7071
site,fmi_101462,JFM,rain_on_snow_days,anom_dt,36,-0.0555,0.7480
site,fmi_101462,JFM,snow_cover_days,value,36,-0.1772,0.3011
site,fmi_101462,JFM,snow_cover_days,anom_dt,36,-0.0434,0.8017
site,fmi_101462,JFM,snow_depth,value,36,-0.2353,0.1672
site,fmi_101462,JFM,snow_depth,anom_dt,36,-0.1895,0.2684
site,fmi_101462,JFM,snow_max,value,36,-0.3447,0.0395
site,fmi_101462,JFM,snow_max,anom_dt,36,-0.3227,0.0549
site,fmi_101462,JFM,thaw_days,value,62,0.0490,0.7052
site,fmi_101462,JFM,thaw_days,anom,62,0.0490,0.7052
site,fmi_101462,JFM,thaw_days,anom_dt,62,0.1007,0.4360
site,fmi_101462,JFM,tmax_mean,value,62,-0.0206,0.8739
site,fmi_101462,JFM,tmax_mean,anom,62,-0.0206,0.8739
site,fmi_101462,JFM,tmax_mean,anom_dt,62,-0.0479,0.7116
site,fmi_101462,JFM,tmean,value,62,-0.0277,0.8310
site,fmi_101462,JFM,tmean,anom,62,-0.0277,0.8310
site,fmi_101462,JFM,tmean,anom_dt,62,-0.0312,0.8100
site,fmi_101462,JFM,tmin_mean,value,62,-0.0219,0.8658
site,fmi_101462,JFM,tmin_mean,anom,62,-0.0219,0.8658
site,fmi_101462,JFM,tmin_mean,anom_dt,62,0.0027,0.9831
site,fmi_101462,NDJFM,frost_days,value,61,-0.0839,0.5204
site,fmi_101462,NDJFM,frost_days,anom,61,-0.0839,0.5204
site,fmi_101462,NDJFM,frost_days,anom_dt,61,-0.0785,0.5475
site,fmi_101462,NDJFM,ice_days,value,61,-0.0210,0.8722
site,fmi_101462,NDJFM,ice_days,anom,61,-0.0210,0.8722
site,fmi_101462,NDJFM,ice_days,anom_dt,61,-0.0192,0.8831
site,fmi_101462,NDJFM,precip,value,36,-0.0084,0.9614
site,fmi_101462,NDJFM,precip,anom_dt,36,-0.0864,0.6165
site,fmi_101462,NDJFM,precip_days,value,36,-0.0264,0.8785
site,fmi_101462,NDJFM,precip_days,anom_dt,36,-0.0288,0.8674
site,fmi_101462,NDJFM,rain_on_snow_days,value,36,-0.0756,0.6610
site,fmi_101462,NDJFM,rain_on_snow_days,anom_dt,36,-0.1204,0.4844
site,fmi_101462,NDJFM,snow_cover_days,value,36,-0.1521,0.3758
site,fmi_101462,NDJFM,snow_cover_days,anom_dt,36,-0.1376,0.4236
site,fmi_101462,NDJFM,snow_depth,value,36,-0.2556,0.1324
site,fmi_101462,NDJFM,snow_depth,anom_dt,36,-0.2536,0.1357
site,fmi_101462,NDJFM,snow_max,value,36,-0.3455,0.0391
site,fmi_101462,NDJFM,snow_max,anom_dt,36,-0.3273,0.0513
site,fmi_101462,NDJFM,thaw_days,value,61,0.0291,0.8239
site,fmi_101462,NDJFM,thaw_days,anom,61,0.0291,0.8239
site,fmi_101462,NDJFM,thaw_days,anom_dt,61,0.0285,0.8272
site,fmi_101462,NDJFM,tmax_mean,value,61,-0.0122,0.9257
site,fmi_101462,NDJFM,tmax_mean,anom,61,-0.0122,0.9257
site,fmi_101462,NDJFM,tmax_mean,anom_dt,61,-0.0076,0.9537
site,fmi_101462,NDJFM,tmean,value,61,-0.0025,0.9845
site,fmi_101462,NDJFM,tmean,anom,61,-0.0025,0.9845
site,fmi_101462,NDJFM,tmean,anom_dt,61,-0.0073,0.9553
site,fmi_101462,NDJFM,tmin_mean,value,61,0.0290,0.8247
site,fmi_101462,NDJFM,tmin_mean,anom,61,0.0290,0.8247
site,fmi_101462,NDJFM,tmin_mean,anom_dt,61,0.0222,0.8651
site,fmi_101520,DJF,frost_days,value,67,-0.0095,0.9392
site,fmi_101520,DJF,frost_days,anom,67,-0.0095,0.9392
site,fmi_101520,DJF,frost_days,anom_dt,67,-0.0442,0.7227
site,fmi_101520,DJF,ice_days,value,67,-0.0682,0.5835
site,fmi_101520,DJF,ice_days,anom,67,-0.0682,0.5835
site,fmi_101520,DJF,ice_days,anom_dt,67,-0.0585,0.6381
site,fmi_101520,DJF,precip,value,67,-0.0911,0.4636
site,fmi_101520,DJF,precip,anom,67,-0.0911,0.4636
site,fmi_101520,DJF,precip,anom_dt,67,-0.1034,0.4051
site,fmi_101520,DJF,precip_days,value,67,-0.1313,0.2897
site,fmi_101520,DJF,precip_days,anom,67,-0.1313,0.2897
site,fmi_101520,DJF,precip_days,anom_dt,67,-0.1214,0.3276
site,fmi_101520,DJF,rain_on_snow_days,value,67,-0.0886,0.4760
site,fmi_101520,DJF,rain_on_snow_days,anom,67,-0.0886,0.4760
site,fmi_101520,DJF,rain_on_snow_days,anom_dt,67,-0.0395,0.7508
site,fmi_101520,DJF,snow_cover_days,value,67,-0.1210,0.3292
site,fmi_101520,DJF,snow_cover_days,anom,67,-0.1210,0.3292
site,fmi_101520,DJF,snow_cover_days,anom_dt,67,-0.2449,0.0457
site,fmi_101520,DJF,snow_depth,value,67,-0.0750,0.5466
site,fmi_101520,DJF,snow_depth,anom,67,-0.0750,0.5466
site,fmi_101520,DJF,snow_depth,anom_dt,67,-0.0880,0.4789
site,fmi_101520,DJF,snow_max,value,67,-0.0044,0.9715
site,fmi_101520,DJF,snow_max,anom,67,-0.0044,0.9715
site,fmi_101520,DJF,snow_max,anom_dt,67,-0.0096,0.9384
site,fmi_101520,DJF,thaw_days,value,67,0.0832,0.5033
site,fmi_101520,DJF,thaw_days,anom,67,0.0832,0.5033
site,fmi_101520,DJF,thaw_days,anom_dt,67,0.0822,0.5085
site,fmi_101520,DJF,tmax_mean,value,67,-0.0196,0.8748
site,fmi_101520,DJF,tmax_mean,anom,67,-0.0196,0.8748
site,fmi_101520,DJF,tmax_mean,anom_dt,67,-0.0156,0.9004
site,fmi_101520,DJF,tmean,value,67,-0.0331,0.7903
site,fmi_101520,DJF,tmean,anom,67,-0.0331,0.7903
site,fmi_101520,DJF,tmean,anom_dt,67,-0.0237,0.8492
site,fmi_101520,DJF,tmin_mean,value,67,-0.0678,0.5856
site,fmi_101520,DJF,tmin_mean,anom,67,-0.0678,0.5856
site,fmi_101520,DJF,tmin_mean,anom_dt,67,-0.0520,0.6760
site,fmi_101520,JFM,frost_days,value,67,-0.0856,0.4910
site,fmi_101520,JFM,frost_days,anom,67,-0.0856,0.4910
site,fmi_101520,JFM,frost_days,anom_dt,67,-0.1405,0.2568
site,fmi_101520,JFM,ice_days,value,67,-0.0910,0.4638
site,fmi_101520,JFM,ice_days,anom,67,-0.0910,0.4638
site,fmi_101520,JFM,ice_days,anom_dt,67,-0.1255,0.3117
site,fmi_101520,JFM,precip,value,67,-0.0576,0.6432
site,fmi_101520,JFM,precip,anom,67,-0.0576,0.6432
site,fmi_101520,JFM,precip,anom_dt,67,-0.0276,0.8245
site,fmi_101520,JFM,precip_days,value,67,-0.0083,0.9471
site,fmi_101520,JFM,precip_days,anom,67,-0.0083,0.9471
site,fmi_101520,JFM,precip_days,anom_dt,67,-0.0152,0.9028
site,fmi_101520,JFM,rain_on_snow_days,value,67,0.1213,0.3284
site,fmi_101520,JFM,rain_on_snow_days,anom,67,0.1213,0.3284
site,fmi_101520,JFM,rain_on_snow_days,anom_dt,67,0.1260,0.3097
site,fmi_101520,JFM,snow_cover_days,value,67,-0.0829,0.5049
site,fmi_101520,JFM,snow_cover_days,anom,67,-0.0829,0.5049
site,fmi_101520,JFM,snow_cover_days,anom_dt,67,-0.0812,0.5138
site,fmi_101520,JFM,snow_depth,value,67,-0.0892,0.4726
site,fmi_101520,JFM,snow_depth,anom,67,-0.0892,0.4726
site,fmi_101520,JFM,snow_depth,anom_dt,67,-0.0859,0.4895
site,fmi_101520,JFM,snow_max,value,67,-0.1466,0.2365
site,fmi_101520,JFM,snow_max,anom,67,-0.1466,0.2365
site,fmi_101520,JFM,snow_max,anom_dt,67,-0.1369,0.2693
site,fmi_101520,JFM,thaw_days,value,67,0.0885,0.4762
site,fmi_101520,JFM,thaw_days,anom,67,0.0885,0.4762
site,fmi_101520,JFM,thaw_days,anom_dt,67,0.1439,0.2454
site,fmi_101520,JFM,tmax_mean,value,67,-0.0090,0.9426
site,fmi_101520,JFM,tmax_mean,anom,67,-0.0090,0.9426
site,fmi_101520,JFM,tmax_mean,anom_dt,67,-0.0083,0.9470
site,fmi_101520,JFM,tmean,value,67,-0.0357,0.7740
site,fmi_101520,JFM,tmean,anom,67,-0.0357,0.7740
site,fmi_101520,JFM,tmean,anom_dt,67,-0.0270,0.8282
site,fmi_101520,JFM,tmin_mean,value,67,-0.0589,0.6361
site,fmi_101520,JFM,tmin_mean,anom,67,-0.0589,0.6361
site,fmi_101520,JFM,tmin_mean,anom_dt,67,-0.0531,0.6698
site,fmi_101520,NDJFM,frost_days,value,67,-0.0596,0.6319
site,fmi_101520,NDJFM,frost_days,anom,67,-0.0596,0.6319
site,fmi_101520,NDJFM,frost_days,anom_dt,67,-0.0991,0.4251
site,fmi_101520,NDJFM,ice_days,value,67,-0.0486,0.6960
site,fmi_101520,NDJFM,ice_days,anom,67,-0.0486,0.6960
site,fmi_101520,NDJFM,ice_days,anom_dt,67,-0.0590,0.6355
site,fmi_101520,NDJFM,precip,value,67,-0.0892,0.4726
site,fmi_101520,NDJFM,precip,anom,67,-0.0892,0.4726
site,fmi_101520,NDJFM,precip,anom_dt,67,-0.0808,0.5155
site,fmi_101520,NDJFM,precip_days,value,67,-0.0449,0.7185
site,fmi_101520,NDJFM,precip_days,anom,67,-0.0449,0.7185
site,fmi_101520,NDJFM,precip_days,anom_dt,67,-0.0509,0.6823
site,fmi_101520,NDJFM,rain_on_snow_days,value,67,0.0541,0.6638
site,fmi_101520,NDJFM,rain_on_snow_days,anom,67,0.0541,0.6638
site,fmi_101520,NDJFM,rain_on_snow_days,anom_dt,67,0.0838,0.5004
site,fmi_101520,NDJFM,snow_cover_days,value,67,-0.1207,0.3308
site,fmi_101520,NDJFM,snow_cover_days,anom,67,-0.1207,0.3308
site,fmi_101520,NDJFM,snow_cover_days,anom_dt,67,-0.2051,0.0960
site,fmi_101520,NDJFM,snow_depth,value,67,-0.1093,0.3784
site,fmi_101520,NDJFM,snow_depth,anom,67,-0.1093,0.3784
site,fmi_101520,NDJFM,snow_depth,anom_dt,67,-0.1167,0.3470
site,fmi_101520,NDJFM,snow_max,value,67,-0.1491,0.2285
site,fmi_101520,NDJFM,snow_max,anom,67,-0.1491,0.2285
site,fmi_101520,NDJFM,snow_max,anom_dt,67,-0.1414,0.2539
site,fmi_101520,NDJFM,thaw_days,value,67,0.0367,0.7684
site,fmi_101520,NDJFM,thaw_days,anom,67,0.0367,0.7684
site,fmi_101520,NDJFM,thaw_days,anom_dt,67,0.0639,0.6074
site,fmi_101520,NDJFM,tmax_mean,value,67,-0.0055,0.9648
site,fmi_101520,NDJFM,tmax_mean,anom,67,-0.0055,0.9648
site,fmi_101520,NDJFM,tmax_mean,anom_dt,67,0.0014,0.9913
site,fmi_101520,NDJFM,tmean,value,67,-0.0000,0.9999
site,fmi_101520,NDJFM,tmean,anom,67,-0.0000,0.9999
site,fmi_101520,NDJFM,tmean,anom_dt,67,-0.0134,0.9141
site,fmi_101520,NDJFM,tmin_mean,value,67,-0.0008,0.9948
site,fmi_101520,NDJFM,tmin_mean,anom,67,-0.0008,0.9948
site,fmi_101520,NDJFM,tmin_mean,anom_dt,67,-0.0170,0.8912
site,fmi_101572,DJF,frost_days,value,67,0.0113,0.9275
site,fmi_101572,DJF,frost_days,anom,67,0.0113,0.9275
site,fmi_101572,DJF,frost_days,anom_dt,67,0.0101,0.9354
site,fmi_101572,DJF,ice_days,value,67,-0.0360,0.7726
site,fmi_101572,DJF,ice_days,anom,67,-0.0360,0.7726
site,fmi_101572,DJF,ice_days,anom_dt,67,-0.0559,0.6533
site,fmi_101572,DJF,precip,value,67,-0.1191,0.3371
site,fmi_101572,DJF,precip,anom,67,-0.1191,0.3371
site,fmi_101572,DJF,precip,anom_dt,67,-0.1039,0.4030
site,fmi_101572,DJF,precip_days,value,67,-0.1082,0.3835
site,fmi_101572,DJF,precip_days,anom,67,-0.1082,0.3835
site,fmi_101572,DJF,precip_days,anom_dt,67,-0.1096,0.3772
site,fmi_101572,DJF,rain_on_snow_days,value,67,0.0195,0.8755
site,fmi_101572,DJF,rain_on_snow_days,anom,67,0.0195,0.8755
site,fmi_101572,DJF,rain_on_snow_days,anom_dt,67,0.0427,0.7314
site,fmi_101572,DJF,snow_cover_days,value,67,-0.1013,0.4146
site,fmi_101572,DJF,snow_cover_days,anom,67,-0.1013,0.4146
site,fmi_101572,DJF,snow_cover_days,anom_dt,67,-0.1718,0.1645
site,fmi_101572,DJF,snow_depth,value,67,-0.0458,0.7127
site,fmi_101572,DJF,snow_depth,anom,67,-0.0458,0.7127
site,fmi_101572,DJF,snow_depth,anom_dt,67,-0.0545,0.6611
site,fmi_101572,DJF,snow_max,value,67,-0.0214,0.8634
site,fmi_101572,DJF,snow_max,anom,67,-0.0214,0.8634
site,fmi_101572,DJF,snow_max,anom_dt,67,-0.0233,0.8515
site,fmi_101572,DJF,thaw_days,value,67,0.0194,0.8761
site,fmi_101572,DJF,thaw_days,anom,67,0.0194,0.8761
site,fmi_101572,DJF,thaw_days,anom_dt,67,0.0301,0.8088
site,fmi_101572,DJF,tmax_mean,value,67,-0.0182,0.8839
site,fmi_101572,DJF,tmax_mean,anom,67,-0.0182,0.8839
site,fmi_101572,DJF,tmax_mean,anom_dt,67,-0.0121,0.9227
site,fmi_101572,DJF,tmean,value,67,-0.0358,0.7736
site,fmi_101572,DJF,tmean,anom,67,-0.0358,0.7736
site,fmi_101572,DJF,tmean,anom_dt,67,-0.0317,0.7990
site,fmi_101572,DJF,tmin_mean,value,67,-0.0494,0.6912
site,fmi_101572,DJF,tmin_mean,anom,67,-0.0494,0.6912
site,fmi_101572,DJF,tmin_mean,anom_dt,67,-0.0344,0.7824
site,fmi_101572,JFM,frost_days,value,67,-0.1060,0.3932
site,fmi_101572,JFM,frost_days,anom,67,-0.1060,0.3932
site,fmi_101572,JFM,frost_days,anom_dt,67,-0.1593,0.1978
site,fmi_101572,JFM,ice_days,value,67,-0.0983,0.4287
site,fmi_101572,JFM,ice_days,anom,67,-0.0983,0.4287
site,fmi_101572,JFM,ice_days,anom_dt,67,-0.1256,0.3110
site,fmi_101572,JFM,precip,value,67,-0.0082,0.9476
site,fmi_101572,JFM,precip,anom,67,-0.0082,0.9476
site,fmi_101572,JFM,precip,anom_dt,67,0.0113,0.9280
site,fmi_101572,JFM,precip_days,value,67,0.0228,0.8546
site,fmi_101572,JFM,precip_days,anom,67,0.0228,0.8546
site,fmi_101572,JFM,precip_days,anom_dt,67,0.0328,0.7924
site,fmi_101572,JFM,rain_on_snow_days,value,67,0.2533,0.0386
site,fmi_101572,JFM,rain_on_snow_days,anom,67,0.2533,0.0386
site,fmi_101572,JFM,rain_on_snow_days,anom_dt,67,0.2833,0.0202
site,fmi_101572,JFM,snow_cover_days,value,67,-0.1877,0.1282
site,fmi_101572,JFM,snow_cover_days,anom,67,-0.1877,0.1282
site,fmi_101572,JFM,snow_cover_days,anom_dt,67,-0.1652,0.1815
site,fmi_101572,JFM,snow_depth,value,67,-0.0162,0.8963
site,fmi_101572,JFM,snow_depth,anom,67,-0.0162,0.8963
site,fmi_101572,JFM,snow_depth,anom_dt,67,-0.0300,0.8095
site,fmi_101572,JFM,snow_max,value,67,-0.0489,0.6945
site,fmi_101572,JFM,snow_max,anom,67,-0.0489,0.6945
site,fmi_101572,JFM,snow_max,anom_dt,67,-0.0504,0.6856
site,fmi_101572,JFM,thaw_days,value,67,0.0839,0.4995
site,fmi_101572,JFM,thaw_days,anom,67,0.0839,0.4995
site,fmi_101572,JFM,thaw_days,anom_dt,67,0.1199,0.3338
site,fmi_101572,JFM,tmax_mean,value,67,0.0297,0.8113
site,fmi_101572,JFM,tmax_mean,anom,67,0.0297,0.8113
site,fmi_101572,JFM,tmax_mean,anom_dt,67,-0.0021,0.9868
site,fmi_101572,JFM,tmean,value,67,-0.0067,0.9568
site,fmi_101572,JFM,tmean,anom,67,-0.0067,0.9568
site,fmi_101572,JFM,tmean,anom_dt,67,-0.0186,0.8810
site,fmi_101572,JFM,tmin_mean,value,67,-0.0522,0.6750
site,fmi_101572,JFM,tmin_mean,anom,67,-0.0526,0.6725
site,fmi_101572,JFM,tmin_mean,anom_dt,67,-0.0467,0.7076
site,fmi_101572,NDJFM,frost_days,value,67,-0.0304,0.8070
site,fmi_101572,NDJFM,frost_days,anom,67,-0.0304,0.8070
site,fmi_101572,NDJFM,frost_days,anom_dt,67,-0.0716,0.5646
site,fmi_101572,NDJFM,ice_days,value,67,-0.0430,0.7295
site,fmi_101572,NDJFM,ice_days,anom,67,-0.0430,0.7295
site,fmi_101572,NDJFM,ice_days,anom_dt,67,-0.0552,0.6574
site,fmi_101572,NDJFM,precip,value,67,-0.0074,0.9526
site,fmi_101572,NDJFM,precip,anom,67,-0.0074,0.9526
site,fmi_101572,NDJFM,precip,anom_dt,67,0.0045,0.9710
site,fmi_101572,NDJFM,precip_days,value,67,0.0883,0.4772
site,fmi_101572,NDJFM,precip_days,anom,67,0.0883,0.4772
site,fmi_101572,NDJFM,precip_days,anom_dt,67,0.0990,0.4254
site,fmi_101572,NDJFM,rain_on_snow_days,value,67,0.2321,0.0587
site,fmi_101572,NDJFM,rain_on_snow_days,anom,67,0.2321,0.0587
site,fmi_101572,NDJFM,rain_on_snow_days,anom_dt,67,0.2534,0.0386
site,fmi_101572,NDJFM,snow_cover_days,value,67,-0.0916,0.4608
site,fmi_101572,NDJFM,snow_cover_days,anom,67,-0.0916,0.4608
site,fmi_101572,NDJFM,snow_cover_days,anom_dt,67,-0.1827,0.1389
site,fmi_101572,NDJFM,snow_depth,value,67,-0.0492,0.6927
